date,rating,title,review,version,author
2025-12-15T20:15:20-07:00,1,BeCareful about auto renewal,"I didn’t set auto renewal but default is auto renewal and withdraw $199 annual membership without any notice. I request refund but never responded to me. In help site, it says they will response within 1 day, but reality is not. Really hard to reach out and email them",3.4.9,Jai CA
2025-12-14T18:46:20-07:00,5,Absolutely amazing,I love how the coach gives you the greens and reds,3.4.9,claugrazi2727
2025-12-13T20:53:11-07:00,5,Great improve my accent,Many helpful tips & explanations. Great app to improve my accent. Nice to know which section is wrong. Good to know comparisons in similar but different pronunciation.,3.4.9,avocado2019
2025-12-13T18:54:58-07:00,5,Great coahes,Great explanation,3.4.9,tarasko2025
2025-12-11T20:58:27-07:00,5,Love it,It is really working for me! I’m correcting a lot of pronunciation errors,3.4.9,Jennychani
2025-12-11T17:48:08-07:00,5,A rare occasion of a great implementation of a great idea!,Love the study plan and fantastic tutors!,3.4.9,Alex Roman 3000
2025-12-09T10:40:06-07:00,5,Amazing application,I have improved my pronunciation very much thanks to Bold voice. It’s really worth it!,3.4.9,blazehdz
2025-12-08T20:27:31-07:00,5,"After years of ""good"", finally going to ""great""","For some reason I thought I had  ""mastered"" English and accent wasn't something I could fix. I came in suspicious after getting targeted by the ads, but I've been blown away. I've been shown the blind spots in my English and practical ways to improve it. It's exciting to be in learning mode again for this language I use professionally every day.",3.4.9,JL-review
2025-12-08T15:31:22-07:00,5,Haciendo prueba gratuita,"Muy bueno, me gusta el detalle que presenta y me está ayudando a pronunciar mejor.",3.4.9,Tcgsu
2025-12-08T11:16:36-07:00,1,Potential Scam and Fraudulent Billing Practices,"Warning: Potential Scam and Fraudulent Billing Practices

I would give zero rating since no option to give zero, giving one. 
I signed up for a 7-day trial and attempted to unsubscribe well within the trial period. The system repeatedly blocked cancellation and instead pushed a 50% “offer,” after which I was charged $99 without authorization. Shortly after, I was also charged $149 plus an additional $99, totaling charges for two accounts I never approved.

When I contacted customer service, I was told nothing could be done, despite clear evidence that the charges occurred during my attempt to cancel. My emails received automated responses with no resolution.

These practices appear deceitful, misleading, and potentially fraudulent. Consumers deserve transparency, fair billing, and the ability to cancel trials without being charged multiple unauthorized fees.

I urge Apple, Google Play, and the Federal Trade Commission (FTC) to review and investigate BoldVoice’s billing practices.
Please be cautious  in my experience, this service did not honor its trial, cancellation, or customer service commitments.",3.4.9,Austingiltus
2025-12-07T12:30:51-07:00,5,Amazing app!!!,Nice and friendly,3.4.9,Spectator 12
2025-12-06T18:51:57-07:00,3,There is only one subscription plan,"The app is amazing, and I believe it can really improve your skills. I was going to purchase a monthly subscription; however, Bold Voice doesn’t seem to have one. I was under the impression that according to the AppStore terms and conditions apps must offer various plans. Signing up for a yearly plan with ~$150 cost doesn’t seem to work for me. Had to delete the app, this is a bit frustrating.",3.4.9,Raleksa
2025-12-06T18:09:20-07:00,2,Not recommended,It’s not accurate,3.4.9,Anas Sankar
2025-12-06T12:12:55-07:00,1,Cancelled my subscription but still got auto renewal,I cancelled my subscription more than half a year ago and it will expire tmr(12/7) and today(12/6) it was auto renewed without any in advance notice. That is ridiculous.,3.4.9,bill8608
2025-12-05T18:04:30-07:00,5,very good,started making progress the first day,3.4.9,ameliashoww
2025-12-04T09:14:17-07:00,1,Intentionally confusing so that they can double charge,Their free trial is only offered through the App Store so their subscription appears on your Apple account. But the annual subscription discount is offered only through their app so you have to double subscribe. Got charged for renewal because I only cancelled through my Apple account. Don't forget to cancel both subscriptions. This is the first service I have faced this kind of grifting with.,3.4.8,Dobby0812
2025-12-03T10:56:59-07:00,5,Excellent tool,Nice program. Good practice,3.4.8,Laura R Hein
2025-12-02T22:23:08-07:00,1,App is not working,"I wanted to do trial so i added my card number, but it did not work at all. I did not have a chance to use it. I want to sign out and delete my account and also please erase my card number to be sure to not pay for this after 7days!!",3.4.8,?뭐야
2025-12-02T18:53:01-07:00,5,The best,Vale la pena pagar su valor. He aprendido mucho y mejorado mi pronunciación. He buscado muchas apps y me quedo con esta.,3.4.8,JennVallej
2025-12-02T17:53:05-07:00,4,Es buena la app,Se nesesita pagar $ pero si te corrigen bien la pronunciación,3.4.8,mamaryy
2025-12-02T13:05:52-07:00,5,Helpful app,Amazing app that is helping me to learn how to read and sing better!,3.4.8,ledjfjgisjwrb
2025-12-02T04:30:04-07:00,5,Great app for training even discerning speakers,"Through practical demo videos and repetition, I now understand why American English sounds the way it does. I’m more aware of how I sound myself. The speech recognition and analysis feature is excellent, I’m glad to have this app. I use it almost everyday.",3.4.8,BernieTai
2025-11-28T16:28:50-07:00,5,Amazing,That’s the best app I ever used. I’m loving it!,3.4.8,Sra. Moraes
2025-11-25T22:45:18-07:00,1,No lo necesito,Me di de baja nunca lo usé y me siguen cobrando el plan deseo quitarlo y no puedo,3.4.8,Arasamsamguliguli
2025-11-25T21:19:21-07:00,5,Good job,Professional,3.4.8,Epikoria
2025-11-24T12:15:06-07:00,5,Finally I got help,The app pointed me what I have been missing to be close to a native speaker. Hats off to the creators!,3.4.8,newsfeast007
2025-11-24T07:44:24-07:00,5,Good job!,"They are doing a pretty good job with training American sounds, and I’m happy that I can go through my practice very thoroughly — repeating full words and phrases, as well as individual sounds, as many times as I need and at my own pace.",3.4.7,Mariia Dimitriieva
2025-11-23T17:38:03-07:00,1,Yall need to fix this issue,The app doesn’t let you cancel there subscription after the free trial.,3.4.8,Yall need to fix this issue
2025-11-23T08:10:45-07:00,5,I love BoldVoice!,I’ve been practicing BoldVoice everyday for 1 year. Everyone said my pronunciation is very good. I love BoldVoice and I always tell everyone who compliment me about my English that I have been practicing BoldVoice that why my English is good. I love BoldVoice and I really love to practice more. If you want to improve your pronunciation to speak English like native speaker. I strongly recommend practice Bold voice.,3.4.7,RainnyRain
2025-11-20T08:09:42-07:00,5,Great app!,Awesome app! I can see real improvement,3.4.6,SophiaJafet
2025-11-19T11:28:43-07:00,1,イマイチ,解説動画で説明される舌の形や位置などは全くピンと来ないし役に立たない。自分では全く同じように発音しているつもりのものが突然35%になったり92%になったりしてなんの改善にもならない。,3.4.6,Bon_MA
2025-11-18T08:23:45-07:00,5,Great app,I’m loving it already,3.4.6,Queen ferrere
2025-11-18T01:03:58-07:00,1,Worst app with no working assessment,I bought app but can't start it. IPhone 16 pro Max. Spend 150 for this and get nothing,3.4.6,Jayjay_LA_1991
2025-11-17T15:04:15-07:00,1,The app needs further development,"The app is helpful to some degree, yet the pronunciation coaching isn’t always aligned with the explanations of the sounds. 
Certain words are pronounced differently depending on context. This matter needs to be stressed and fully explained.",3.4.6,Annkdlhi
2025-11-17T09:23:21-07:00,5,Great app,The best app to  help you improve your pronunciation,3.4.6,Lilywalls
2025-11-16T12:02:49-07:00,1,Did not help,"The app did not improve my English pronunciation as advertised. I used the Premium features and followed the lessons, but the feedback was inconsistent and didn’t match my actual speech, the feedback was unclear and couldn’t point out my pronunciation issues 
. The exercises felt repetitive and didn’t address the issues the app promised. Customer service is also not helpful when I asked for a refund of my money",3.4.6,P Whom
2025-11-15T19:09:50-07:00,1,Many  bugs and repetitive lessons.,Do not pay for it.,3.4.6,えぬし111
2025-11-15T12:06:59-07:00,1,го3но полное,опросник в начале как будто я в вуз документы подаю,3.4.6,sonik1968
2025-11-15T10:33:12-07:00,5,I give you 5 star for this app,"Boldvoice app is a good app that I looking for improve English skill, thank you so much.",3.4.6,cherludo
2025-11-15T08:42:46-07:00,1,Terrible AI scoring. Don’t waste your money,This app will force you to mispronounce words because their AI scoring system is horrible. Don’t waste your money on it.,3.4.6,BoldAppSucks
2025-11-13T17:56:05-07:00,5,Dream Come True,"I always wanted a coach to improve my accent and correct pronunciation. I used to call my friend for help, but not anymore! I can study daily as much as I want without bothering anyone. I have been learning so much with BoldVoice! I am very grateful.",3.4.5,RRkeller
2025-11-13T10:30:20-07:00,5,I give five stars,I had a good experience and good improvement in my English pronunciation. I appreciate this good program.,3.4.5,Pinger1969
2025-11-12T17:14:10-07:00,5,The best app ever!!!,My pronunciation has improved sooo much. I strongly recommend BoldVoice,3.4.5,Ale Kredensir
2025-11-11T20:39:45-07:00,5,Good Pronunciation coach,It really good for showing how to move the tongue and mouth to make the correct pronunciation.,3.4.5,Oo Oo Robben
2025-11-11T18:21:01-07:00,5,"It's a tough challenge, but we can do it.","It’s hard reaching the desired level, but It’s not impossible.",3.4.4,Srytpp
2025-11-10T07:18:07-07:00,5,比去年有改善,好,3.4.4,圆乐圆
2025-11-09T22:33:44-07:00,1,it is hard to cancel.,"I purchased the app for a year. When I tried to cancel, there was no way to cancel within the app. Also not able to cancel through Apple app either Until I saw the charge in the Credit Card, I have to dispute through the credit card. Buyers need to aware.",3.4.4,ienbehuv
2025-11-09T15:45:12-07:00,5,The best app,"This app is great for learning English. If you practice every day without fail, you'll learn how to pronounce words correctly. My husband is American, and he told me my pronunciation has improved a lot since I started using the app. I'm very happy with my lessons.",3.4.4,Domi2904
2025-11-07T17:31:38-07:00,2,Repeating the save words,I am repeating the same words for almost a year. Lack of variation and the words are the ones you rarely used in english or at work.,3.4.3,Amelie!2
2025-11-06T21:40:07-07:00,4,Issues with coach pronounce,"Since last update, I am having issues with listening to coach pronunciation",3.4.3,Moaz09256
2025-11-06T18:20:40-07:00,5,Great grammar & pronunciation tool,It has great examples to improve pronunciation along its lessons.,3.4.3,A- Catalan
2025-11-04T19:56:43-07:00,2,Not loading,I had to cancel because as of the 3rd day they videos were not loading so I couldn’t do anything,3.4.3,Edka000
2025-11-04T12:47:35-07:00,1,"Their support doesn’t respond at all, and they still haven’t refunded my money","On the very first day of the paid version, the payment was charged through a third-party website without any warning.
When I contacted their support, I received no response.
They deleted my premium subscription, but the money was never refunded, and their support doesn’t reply at all.
There is also no record of my previous support requests — they seem to be deleted.",3.4.3,val007007
2025-11-03T19:55:13-07:00,5,Terrific way to learn to listen and speak and visibly improve,"Initially, I was a bit skeptic. But the approach, implementation, and well pasted repetition and focused attention really are coming together through immediate practice. I have seen visible progress – name – auditory process, and better pronunciation and speaking patterns - that I’m encouraged to continue. It’s in the details that our language matters.",3.4.3,NY sensitivities
2025-11-03T11:04:37-07:00,3,Full of bugs and keeps getting stuck,This is the third time I have had issues with your app. It gets stuck on loading the lesson and then I can’t move to the next lesson/practice because you make them dependent on finishing the prior. You need to work out your bugs ASAP because you’re losing me.,3.4.3,1234567890BAD
2025-11-02T09:52:36-07:00,5,The Best,Easy App,3.4.3,Kekausa
2025-11-02T08:52:34-07:00,5,Top praise from a linguist,"The only tool that truly helped me see and improve my weak points. It gives excellent, detailed feedback on the pronunciation of each word, with clear explanations on how to produce every sound correctly. I used it for about 20–30 minutes a day, and within just two months I found myself speaking with much more confidence. I’ve been using it consistently for over a year now, and my speech has improved immensely. I love it so much that I’m sure I’ll keep using it for another year.",3.4.3,Nadinnne
2025-11-01T22:18:25-07:00,5,Great,Excellent,3.4.2,@Pazito
2025-11-01T18:11:25-07:00,5,Just the level of detail I wanted,Great,3.4.3,Tzx12543897;)😈😇
2025-10-31T18:22:14-07:00,4,Recommend accent training app,"This app provides helpful lessons for accent training. However, there is a huge con. The app should give more practice for each sound. The progress is moving too fast. More practice for one sound before moving into another one.",3.4.2,Fake.N
2025-10-31T06:18:11-07:00,5,Excelente.,This App is very helpful for the pronunciation improvement.,3.4.2,delalacruz
2025-10-30T12:18:32-07:00,5,Cookies,I hate the word cookies so far. My husband harasses me for it and now you are giving me only 80% for it 😁,3.4.2,Giabellissima
2025-10-29T15:15:12-07:00,4,No,Thanks,3.4.2,Moe Halim
2025-10-29T13:43:01-07:00,5,Accent Training,"Amazing tool, perfectly created",3.4.2,Naja i Kaja
2025-10-29T11:41:17-07:00,5,It’s worth it,Very hard to learn this kind pf thing by just listening to people talk. The app is useful,3.4.2,Hdjejenshskandvd
2025-10-27T17:37:12-07:00,1,predatory subscription,don’t sleep on the fact they push their subscription outside of the apple ecosystem so if you trial it you’ll still be charged even if you delete the app and don’t see the subscription in your apple pay,3.4.2,stevenosloan
2025-10-27T15:11:15-07:00,1,Videos stop working properly,"The reason for what I bought it, it is not working since last week. It doesn’t show the videos. And it looks like beta app with too many errors.",3.4.2,Wsmithf
2025-10-26T19:45:22-07:00,1,The app gonged my native speaker husband!,"The product worked flawlessly during the trial period. Once you sign up for a paid subscription, things take a turn for the worse. I am currently stuck in an exercise for the past week — a pronunciation exercise that even my American husband failed! One thing that has never failed is the app’s incessant requests for me to recommend it to friend$. Clearly the emphasis is on expanding their customer base at my expense. Don’t waste your money.",3.4.2,Bartleby_1776
2025-10-25T12:43:17-07:00,5,Best pronunciation app so far,"It will be enough to say I’m paying for it the whole year and probably longer - and it’s totally worth my money! The AI recognise even your smallest mistakes, which actually makes sense when you talk with a native person. Only thing - no promotions or discounts..",3.4.2,curious_stranger
2025-10-24T07:45:21-07:00,5,Useful,Useful,3.4.2,ewuak 999
2025-10-23T20:03:19-07:00,5,Great aid,"I love lessons very clear and easy to follow. The app is truly focus in improving your pronunciation but it does not give you grammar rules, I am more aware of the different sounds in the english language, let see in 6 months if I am improving.",3.4.2,Saving lady
2025-10-23T11:29:41-07:00,5,Great app,"I worked with a speech pathologist who is specialized in foreign accents and it was annoying to schedule appointments, and pay a lot of money for a short session. This app is amazing. Everything I ever imagined to make improvements for the fraction of a price what a therapist charges.",3.4.2,Abigail345
2025-10-22T12:02:22-07:00,5,Helpful,I feel like I have improved my pronunciation,3.4.2,Yoooooo12346
2025-10-22T06:14:41-07:00,5,Very useful,"I love this app. I figured out how to pronounce each word, it’s very clear and easy to get the sounds after the coach’s explanations.",3.4.2,Juniow10x
2025-10-20T11:01:32-07:00,2,waste a lot of time,they put a lot of unnecessary blocks for example you can not skip a word even their system has some issue you have to complete a class to be able to access to the next one. Very inflexible experience feel it is their strategy to keep you spend a lot of time in the app and keep subscriptions but it is a waste of customers time as I may just want to practice some specific pronunciations,3.4.2,Miaomiaolovetalk
2025-10-19T18:16:33-07:00,5,I really enjoy it,I have improved my pronunciation tremendously with the help of Bolvoice,3.4.2,SILFREDON
2025-10-15T22:02:36-07:00,5,Great to improve your pronunciation!,Great to improve your pronunciation!,3.4.1,DOMINGUE Pierre
2025-10-15T20:06:25-07:00,5,When will the British English version be updated?,When will the British English version be updated?,3.4.1,william aino
2025-10-14T18:24:57-07:00,5,Bold,The best app to improve your accent,3.4.1,EJMUVP
2025-10-14T15:40:30-07:00,5,Works,Small changes will make a big difference when speaking and the coaches are there to make sure you dominate each sound.,3.4.1,eljpana82
2025-10-14T09:18:19-07:00,5,Improves,I’ve been using for about 2 weeks now and I feel an improvement in my accents,3.4.1,Mikey Bonot
2025-10-14T06:08:21-07:00,3,Pricing,"It’s a great course, I really enjoy the feedback loop and recording , but what I don’t enjoy is the greedy pricing model, it’s too much , think about all the subscriptions that people going with , if its 5 $ I would do it but this is too much.",3.4.1,Samecheck
2025-10-14T05:12:06-07:00,5,Excelente,Excelente,3.4.1,Fspez
2025-10-14T00:14:19-07:00,5,So far so good,"I’ve always struggled a bit with my English, especially my pronunciation. I can tell when people don’t fully understand me because of my accent. I learned English from a non-native teacher, so while I know the grammar and have a decent vocabulary, we didn’t really focus on speaking accurately. Every country also shapes sounds differently, which makes it even trickier.

I’m on my third day of the trial, and I have to say, this app is really helpful! I love that it’s interactive and shows you the tongue placement, so you can actually see and practice how to pronounce things correctly. I’ve already noticed mistakes I never realized I was making before (and honestly, only a couple of people ever pointed them out in the past ten years living in the USA).

I’ll definitely keep using it after the trial. It’s such a great tool, but like anything, it really depends on how determined and consistent you are. Rushing through just to get a checkmark or star won’t take you very far. Knowledge and skill come only with real practice.

Good luck with your studies, everyone!",3.4.1,pinky potato
2025-10-13T23:06:31-07:00,5,🙃,"Дорого, но действительно хорошее приложение для изучения и практики",3.4.1,Монахин ВЛГ
2025-10-12T21:04:17-07:00,5,Very Helpful,I really love this app. Should have added this before,3.4.1,La Fiskal
2025-10-12T18:26:16-07:00,5,Great App.,"Buenos ejemplos de cómo pronunciar, las prácticas de cómo te escuchas son también excelentes!",3.4.1,CesarR1.67
2025-10-12T08:34:38-07:00,3,Not accurate phonetic  descriptions,"Specifically, it does not flag the sounds I make mistakes but the words category: the word total uses a “dd” sound and “uh”, and I only make a mistake in the “uh” but kept acing all dd sounds, yet the app kept suggesting me lessons on “dd” instead of “uh”.  So it makes a poor job at flagging the sounds I am making mistakes.",3.4.1,Lamayale
2025-10-09T18:04:21-07:00,1,Scam don’t fall for it,"Do not try , they will not refund your payment even if canceled within the supposed free trial. It will take you to stripe billing and they won’t let you cancel , they would charge you a full year and not refund you. Don t try , don’t try , don’t fall for it",3.4.1,Thumbtack scammed
2025-10-08T13:18:57-07:00,5,I’ve been trying the app many times and the amount of constant improvements is amazing,"Tried the app recently and I am very pleased to notice all the small tweaks and iterations that went through the app. Such a pleasure to use, going for my weekly streak this time!",3.4.1,rafaelmedian
2025-10-07T18:14:27-07:00,5,"Yes, you can teach an old dog new tricks",BoldVoice has helped me identify area of improvement that I had struggled with for a while. I’m a work in progress,3.4.1,Wiz40
2025-10-07T12:58:46-07:00,5,English,Best investment ever,3.4.1,Raaj2263738
2025-10-06T10:55:03-07:00,4,Great features with room to improve app.,"The direct feedback through the use of AI has accelerated my learning tremendously. In three months, not only I notice my pronunciation and accent errors, but also I started to have the correction be part of my muscle memory. The app can be improved by increasing its smoothness in day to day use and adding additional settings for flexibility. Thank you for this great app!",3.4.1,Asan San
2025-10-05T20:19:54-07:00,1,Renewing Subscription,"I cancel my subscription from AppStore before 6 month ago, but you charged again. And I can’t reach you out. You don’t have email, phone number or chatbot to reach you out. So you can do whatever you want. Perfect.",3.4.1,DilmenR
2025-10-05T13:06:07-07:00,5,Great tool!,"I have realized what pronunciation mistakes I’ve been making while speaking English.
Is worth every penny.",3.4.1,masepreid
2025-10-04T17:45:51-07:00,5,Perfect app,Learn something everyday,3.4.1,58Octopus
2025-10-03T22:04:01-07:00,1,Very expensive,The price does not match the quality of the app. It’s very difficult to get a refund.,3.4.1,Angry Kyiv Boy
2025-10-02T21:07:19-07:00,1,Hard to identify sounds,It’s hard to identify different sounds and it fails to show how to make sounds described.,3.4.1,GM2911kkkk
2025-09-30T20:28:25-07:00,5,Pushing me!,"Finally, a way to get immediate feedback and take the time to practice until I feel comfortable with a specific sound.",3.4.1,Timpanogos!
2025-09-29T06:49:02-07:00,5,The best app,"Is an exceptional app 10/10
I like I loved",3.4.0,Eryndi
2025-09-29T06:35:26-07:00,5,marvelous!,"this app is incredibly well done. It’s professional , it has no annoying cheesy upsells, and it’s useful both for regular speakers to whom English is a second language, but also foreigners who practice American English for acting. I speak almost 9 languages, and have thick accent in all of them . It never bothered me, but it is nice to know that I can learn how to speak with less accent !I am grateful and delighted to see such a well done application. Thank you..tanja",3.4.0,td77td
2025-09-27T14:58:21-07:00,1,scam subscription,"The subscription doesn't show up in your apple phone subscription list. So they can scam u ,be aware of the this scammers.",3.4.0,shyjuss
2025-09-27T07:58:06-07:00,5,One,5 Star,3.4.0,concerto 1
2025-09-27T06:15:49-07:00,5,Improving my English,Excellent,3.4.0,MILLIESD
2025-09-26T20:29:30-07:00,5,My favourite app!,"I’ve been using Boldvoice for about a month now and I absolutely love it! The lessons are engaging, fun, and motivating—I always look forward to my daily practice. I can already feel noticeable improvement in my pronunciation and confidence. Highly recommend it!",3.4.0,Dinameln
2025-09-24T18:15:06-07:00,5,Great App!,I have really improved mi pronunciation in just a few weeks!,3.4.0,HSF2013
2025-09-23T08:43:52-07:00,5,Ai put to good use,"I Have Been trying For Years to polished my accent, the immediate feedback that you get with this app and the breakdown of vowels and syllables has been incredible helpful, I have complements for strangers about how now instead of trying to understand me they notice a light accent and how great my English sound, is like having a personal coach. I def recommend this app.",3.4.0,Shihengqiang
2025-09-22T19:09:20-07:00,3,Great start with a declining value as you progress,"I love the app and was impressed with my the progress, but just in several weeks I started to keep getting useless filler lessons that has poor aim of learning me something, but rather pure financial intentions to keep me in the app forever. “Word of the day” as the whole lesson for the day? Seriously? And that’s only the beginning of my subscription. I’m highly concerned even to imagine what it will turn into further",3.4.0,KeitaroUA
2025-09-22T08:09:57-07:00,5,no limit to study,Just start and feel can improve my language easy and fast,3.4.0,Safwan963
2025-09-21T18:08:39-07:00,5,Perfect,This is very good and he is learning right sound and he want you professional very thank you,3.4.0,Mohamad Al  Mutadwar
2025-09-21T15:46:15-07:00,5,"Try it, it’s worth it",Expensive but worth it,3.4.0,Cujba Alexandru
2025-09-21T13:54:50-07:00,5,I improved my accent a lot,I have a Chinese accent and missed the Dark L and S all the time. Now I have totally improved my accent,3.4.0,305Lulu
2025-09-19T07:28:12-07:00,5,Excellent,It works specifically in your deficiencies!,3.3.9,Nena Astrid 33
2025-09-18T18:31:42-07:00,5,Love this app👍,"I am Japanese and my English is not so good
So hope you can understand 
I love this app.
I started this app 4 days ago and  l can tell that improvement.
I love my teachers!
I am looking forward to studying English every day now!",3.3.8,さゆどどんがどん
2025-09-18T15:45:56-07:00,5,Nice structure and playful learning,Well structured app and has good learning steps,3.3.9,balance@26
2025-09-17T18:50:27-07:00,3,Constantly getting the hourglass,"Everything was fine in the beginning. Now most of the time, I get this long delay after couple of minutes of using. System has become extremely slow that majority of the time, I just have close the app and quit. Became almost unusable. Unless this performance issue is resolved, it is not worth it. Functionality of the application itself is good, especially the video explanation, recording and feedback.",3.3.8,X1234666
2025-09-14T19:24:24-07:00,5,Magical experience,This app is a must-have for anyone who’s looking to improve on their American accent.,3.3.7,Bongolee101
2025-09-14T07:04:27-07:00,5,Finally help with my accent,"I have been speaking English for over 30 years, but certain sounds that do not exist in my native Russian are still a challenge. This app helps me to understand when I sound off and guides me to better pronunciation.  Recommended to anyone who wants to sound like a native speaker.",3.3.7,ptitsa
2025-09-13T03:55:21-07:00,5,I do need your help,"You are doing great guys, and I do need to improve my muscles tongue",3.3.7,Almelhim
2025-09-12T02:13:49-07:00,2,App doesn’t work,"Hi guys,

I like what you are doing; however, I haven’t been able to access the app from my iPad since the 10th of September. My streak has been broken, and it’s disappointing because I was doing well with my streaks.",3.3.7,E.D.6par
2025-09-11T10:39:39-07:00,5,素晴らしいです,子どもと楽しく発音練習できています✨,3.3.7,Hakoママ
2025-09-09T17:04:03-07:00,5,❤️,This app has helped improve my English pronunciation by a lot,3.3.7,kevinp98-
2025-09-08T18:12:37-07:00,5,Helpful!,Repetition works!,3.3.7,Bruno hur
2025-09-08T08:41:22-07:00,4,Great but expensive,Only used for one day so far it seems great but for recordings that that are most likely aided by AI $13 seem too expensive,3.3.7,greeny05
